0	16726
0	16727
0	16728
0	16729
0	16730
0	16731
0	16732
0	16733
0	16734
0	16735
0	16736
0	16737
0	16738
0	16739
0	16740
0	16741
0	16742
0	16743
0	16744
0	16745
1	16746
1	16747
1	16748
2	16746
2	16749
3	16750
3	16751
3	16752
3	16753
3	16754
3	16755
3	16756
3	16757
3	16758
3	16759
3	16760
3	16761
3	16762
3	16763
3	16764
3	16765
3	16766
3	16767
3	16768
3	16769
3	16770
3	16771
3	16772
3	16773
3	16774
3	16775
3	16776
3	16777
3	16778
3	16779
3	16780
3	16781
3	16782
3	16783
3	16784
3	16785
3	16786
3	16787
3	16788
3	16789
3	16790
3	16791
3	16792
3	16793
3	16794
3	16795
3	16796
3	16797
3	16798
3	16799
3	16800
3	16801
3	16802
3	16803
3	16804
3	16805
4	16750
4	16752
4	16759
4	16760
4	16762
4	16806
5	16750
5	16807
5	16753
5	16754
5	16808
5	16755
5	16756
5	16759
5	16760
5	16761
5	16762
5	16763
5	16766
5	16767
5	16768
5	16809
5	16770
5	16772
5	16773
5	16774
5	16775
5	16777
5	16810
5	16811
5	16812
5	16813
5	16814
5	16815
5	16782
5	16816
5	16817
5	16818
5	16819
5	16820
5	16793
5	16794
5	16803
5	16821
5	16822
5	16823
6	16751
6	16758
6	16824
6	16825
6	16769
6	16777
6	16826
7	16827
7	16828
7	16829
7	16830
7	16831
7	16832
7	16833
7	16834
7	16835
7	16836
7	16837
7	16838
7	16839
7	16840
7	16841
7	16842
7	16843
8	16827
8	16829
8	16831
8	16833
8	16844
8	16834
8	16836
8	16837
8	16845
8	16838
8	16846
8	16847
8	16839
8	16848
8	16849
8	16850
8	16851
8	16843
8	16852
9	16853
10	16854
10	16855
10	16856
10	16857
10	16858
10	16859
10	16860
10	16861
10	16862
10	16863
10	16864
11	16865
12	16865
12	16866
12	16867
13	16865
14	16868
14	16869
14	16870
14	16871
14	16872
14	16873
14	16874
14	16875
14	16876
14	16877
14	16878
14	16879
14	16880
14	16881
14	16882
14	16883
14	16884
14	16885
14	16886
14	16887
14	16888
14	16889
14	16890
14	16891
14	16892
14	16893
14	16894
14	16895
14	16896
14	16897
14	16898
14	16899
14	16900
14	16901
14	16902
14	16903
14	16904
15	16868
15	16869
15	16871
15	16872
15	16873
15	16875
15	16876
15	16879
15	16882
15	16885
15	16886
15	16888
15	16905
15	16906
15	16907
15	16908
15	16909
16	16868
16	16869
16	16872
16	16873
16	16910
16	16911
16	16912
16	16913
16	16914
16	16915
16	16916
16	16917
16	16918
16	16919
16	16920
16	16921
16	16922
16	16923
